HALTER_ID,ALTER,GESCHLECHT,STADTKREIS,STADTQUARTIER,RASSE1,RASSE1_MISCHLING,RASSE2,RASSE2_MISCHLING,RASSENTYP,GEBURTSJAHR_HUND,GESCHLECHT_HUND,HUNDEFARBE
81437,"71-80","w",7,"74","Dachshund","Mischling",,,"K",2008,"w","braun/weiss"
81438,"81-90","m",7,"71","Labrador Retriever",,,,"I",2007,"m","schwarz"
81441,"71-80","w",8,"81","Pinscher",,"Terrier",,"K",2016,"w","tricolor"
81448,"71-80","w",4,"41","Dachshund",,,,"K",2007,"w","saufarben"
81457,"41-50","w",7,"73","Beagle",,,,"K",2016,"w","tricolor"
81457,"41-50","w",7,"73","Beagle",,,,"K",2012,"w","tricolor"
81458,"81-90","w",6,"63","Border Terrier",,,,"K",2015,"m","blue/tan"
81459,"91-100","w",6,"61","Cairn Terrier",,,,"K",2011,"m","braun"
81463,"61-70","w",10,"102","Mops",,,,"K",2013,"w","beige"
81468,"71-80","w",5,"51","Yorkshire Terrier",,"West Highland White Terrier",,"K",2004,"m","schwarz/braun/weiss"
81469,"61-70","w",6,"63","Jack Russel Terrier",,,,"K",2011,"m","weiss/braun"
81475,"71-80","w",7,"71","Labrador Retriever",,,,"I",2009,"w","schwarz/weiss"
81482,"71-80","m",12,"122","English Cocker Spaniel",,,,"K",2011,"m","blauschimmel"
81483,"51-60","w",5,"52","Labrador Retriever",,"Hovawart",,"I",2009,"w","schwarz/braun"
81502,"81-90","w",7,"72","Mischling gross",,,,"I",2015,"w","weiss/braun"
81509,"71-80","w",12,"122","English Springer Spaniel",,,,"I",2016,"m","braun/weiss"
81512,"81-90","w",1,"12","Cairn Terrier",,,,"K",2012,"w","schwarz/braun"
81518,"71-80","m",2,"23","Parson Terrier",,,,"K",2010,"m","tricolor"
81523,"81-90","w",2,"21","Jack Russel Terrier",,,,"K",2012,"w","tricolor"
81528,"61-70","w",2,"21","Grosser Schweizer Sennenhund",,,,"I",2012,"w","tricolor"
81531,"71-80","w",3,"34","Bolonka Zwetna",,,,"K",2011,"w","braun/weiss/schwarz"
81531,"71-80","w",3,"34","Afghanischer Windhund",,,,"I",2013,"w","silber"
81531,"71-80","w",3,"34","Afghanischer Windhund",,,,"I",2010,"w","blue"
81539,"81-90","w",2,"21","Havaneser",,"Malteser",,"K",2017,"w","weiss"
81548,"51-60","w",3,"31","Labrador Retriever",,"Flat Coated Retriever",,"I",2012,"m","schwarz"
81557,"81-90","w",2,"24","Labrador Retriever","Mischling",,,"I",2004,"w","schwarz"
81573,"81-90","w",3,"31","Bichon frisé",,,,"K",2010,"m","weiss"
81584,"51-60","m",2,"21","Deutscher Kleinspitz",,,,"K",2017,"m","weiss"
81595,"71-80","w",1,"11","Chihuahua",,,,"K",2010,"m","braun"
81598,"71-80","w",3,"31","Mischling klein",,,,"K",2014,"w","schwarz"
81599,"81-90","w",3,"31","Golden Retriever",,,,"I",2009,"w","golden"
81608,"41-50","w",11,"119","Französische Bulldogge",,,,"K",2017,"w","schwarz/braun gestromt"
81612,"51-60","w",6,"63","Border Collie",,,,"I",2008,"w","schwarz/weiss"
81614,"71-80","m",4,"41","Dachshund",,,,"K",2013,"m","schwarz/rot"
81615,"71-80","m",10,"101","Golden Retriever",,"Labrador Retriever",,"I",2013,"m","blondfarben"
81617,"71-80","w",1,"13","Deutscher Schäfer",,,,"I",2013,"w","schwarz/braun"
81618,"71-80","w",2,"21","Zwergschnauzer",,,,"K",2008,"w","schwarz/grau"
81619,"51-60","w",8,"83","Berger de Picardie",,,,"I",2010,"w","fauve"
81621,"61-70","w",2,"21","West Highland White Terrier",,,,"K",2018,"w","weiss"
81623,"61-70","w",10,"101","Appenzeller Sennenhund",,"Border Collie",,"I",2017,"w","braun"
81631,"61-70","w",12,"121","Berner Sennenhund",,"Labrador Retriever",,"I",2012,"m","schwarz"
81638,"51-60","w",10,"101","Labrador Retriever","Mischling",,,"I",2012,"m","beige"
81640,"71-80","w",10,"101","Cairn Terrier",,,,"K",2014,"m","beige"
81641,"41-50","w",3,"31","Mischling gross",,,,"I",2016,"w","schwarz/weiss"
81645,"71-80","m",10,"101","Airedale Terrier",,,,"I",2009,"w","black/tan"
81648,"41-50","w",10,"101","Bolonka Zwetna",,,,"K",2016,"w","schwarz/weiss"
81650,"71-80","m",10,"101","Deutsche Dogge",,,,"I",2013,"m","schwarz/weiss"
81677,"51-60","w",10,"101","Mischling klein",,,,"K",2010,"w","schwarz"
81681,"41-50","w",10,"101","Sennenhund","Mischling",,,"I",2008,"w","tricolor"
81683,"71-80","w",10,"101","Chinese Crested Powderpuff",,,,"K",2011,"m","schwarz/weiss"
81690,"61-70","w",9,"92","Malteser",,"Pudel",,"K",2019,"w","apricot"
81702,"51-60","w",11,"119","Collie",,,,"I",2011,"w","tricolor"
81702,"51-60","w",11,"119","Collie",,,,"I",2011,"w","tricolor"
81715,"71-80","w",12,"122","Deutscher Schäfer",,,,"I",2016,"w","schwarz"
81717,"71-80","m",12,"122","Pekingese",,,,"K",2010,"w","weiss/braun"
81717,"71-80","m",12,"122","Pekingese",,,,"K",2008,"w","braun/schwarz"
81721,"81-90","m",6,"63","Bolonka Zwetna",,,,"K",2014,"m","schwarz/braun"
81726,"61-70","w",11,"111","Dachshund","Mischling",,,"K",2012,"m","schwarz/braun"
81726,"61-70","w",11,"111","Mischling klein",,,,"K",2017,"w","schwarz/braun"
81726,"61-70","w",11,"111","Mischling klein",,,,"K",2011,"w","tricolor"
81726,"61-70","w",11,"111","Havaneser","Mischling",,,"K",2010,"w","braun"
81726,"61-70","w",11,"111","Mischling klein",,,,"K",2009,"w","braun"
81726,"61-70","w",11,"111","Mischling klein",,,,"K",2007,"w","hellbraun/weiss"
81726,"61-70","w",11,"111","Jack Russel Terrier","Mischling",,,"K",2008,"w","weiss/braun"
81738,"81-90","w",11,"115","Whippet",,,,"I",2012,"w","rot/braun"
81742,"81-90","w",12,"122","Chihuahua",,,,"K",2015,"w","weiss/schwarz"
81760,"51-60","w",12,"121","Shih Tzu","Mischling",,,"K",2007,"w","braun"
81764,"81-90","w",12,"122","Coton de Tulear",,,,"K",2004,"m","weiss"
81768,"71-80","m",11,"115","Dachshund",,,,"K",2008,"m","rot"
81772,"61-70","m",11,"119","Labrador Retriever",,,,"I",2014,"w","schwarz"
81780,"51-60","m",12,"122","Chihuahua",,,,"K",2019,"m","schoko"
81780,"51-60","m",12,"122","Mischling klein",,,,"K",2015,"m","grau/weiss"
81781,"71-80","w",12,"122","Mischling klein",,,,"K",2009,"w","weiss/schwarz"
81782,"61-70","w",11,"115","Mittelpudel",,,,"K",2006,"w","schwarz/weiss"
81782,"61-70","w",11,"115","Yorkshire Terrier",,,,"K",2006,"w","blue/tan"
81789,"41-50","m",11,"111","Mischling klein",,,,"K",2013,"m","schwarz/weiss"
81810,"61-70","m",11,"111","Kleiner Münsterländer",,,,"I",2013,"w","weiss/braun"
81831,"71-80","w",11,"115","Mischling klein",,,,"K",2003,"w","braun/weiss"
81844,"71-80","w",11,"115","Mischling klein",,,,"K",2009,"w","braun"
81849,"61-70","w",11,"119","Azawakh",,,,"I",2008,"w","rot"
81849,"61-70","w",11,"119","Chinese Crested",,,,"K",2014,"w","weiss/orange"
81849,"61-70","w",11,"119","Chinese Crested",,,,"K",2017,"w","tricolor"
81856,"41-50","m",11,"119","Vizsla",,,,"I",2018,"w","beige"
81872,"71-80","w",10,"102","Miniature Australian Shepherd",,,,"K",2010,"m","tricolor"
81878,"71-80","w",7,"73","Zwergrauhaardackel",,,,"K",2005,"w","schwarz/braun"
81883,"81-90","m",7,"72","Beagle",,,,"K",2009,"w","tricolor"
81885,"71-80","w",7,"74","Labrador Retriever",,,,"I",2015,"m","gelb"
81885,"71-80","w",7,"74","Labrador Retriever",,,,"I",2010,"m","schwarz"
81892,"61-70","m",11,"119","Mops",,,,"K",2017,"w","beige"
81892,"61-70","m",11,"119","Mischling gross",,,,"I",2012,"m","gestromt"
81914,"61-70","m",4,"44","Deutscher Schäfer",,,,"I",2013,"m","grau"
81916,"51-60","w",9,"91","Labrador Retriever",,,,"I",2008,"m","schwarz"
81918,"71-80","w",10,"101","Zwergpudel",,,,"K",2008,"m","apricot"
81986,"51-60","m",11,"119","Labrador Retriever",,,,"I",2014,"m","hellbraun"
82001,"81-90","m",2,"21","Dachshund",,,,"K",2010,"m","saufarben"
82001,"81-90","m",2,"21","Dachshund",,,,"K",2009,"w","saufarben"
82002,"41-50","w",3,"31","Malteser",,,,"K",2013,"m","weiss"
82032,"61-70","w",10,"102","Labrador",,"Pudel",,"I",2013,"w","weiss/braun"
82033,"71-80","w",10,"102","Pudel","Mischling",,,"K",2008,"w","schwarz"
82033,"71-80","w",10,"102","Pudel","Mischling",,,"K",2008,"m","schwarz"
82063,"71-80","w",11,"111","Mops",,,,"K",2013,"w","beige"
82063,"71-80","w",11,"111","Mops",,,,"K",2008,"m","beige"
82063,"71-80","w",11,"111","Mops",,,,"K",2009,"w","beige"
82064,"71-80","m",3,"31","Labrador Retriever",,,,"I",2011,"m","schwarz"
82068,"71-80","w",9,"92","Pudel",,,,"K",2010,"w","schwarz/weiss"
82080,"61-70","m",10,"101","Dachshund",,,,"K",2009,"w","saufarben"
82081,"61-70","m",2,"23","Podenco",,,,"I",2010,"w","schwarz/weiss"
82081,"61-70","m",2,"23","Galgo Espanol",,,,"I",2014,"m","weiss/schwarz"
82091,"51-60","m",7,"72","Irish Terrier",,,,"I",2005,"w","rot"
82099,"71-80","w",3,"31","Tervueren",,,,"I",2006,"w","grau/schwarz"
82112,"71-80","m",9,"91","Cocker Spaniel",,,,"K",2016,"w","rot"
82113,"51-60","w",9,"91","Chihuahua",,"Französische Bulldogge",,"K",2017,"w","schwarz/weiss"
82128,"41-50","m",9,"92","Chihuahua",,,,"K",2010,"m","zimt"
82131,"51-60","w",9,"92","Zwergpudel",,,,"K",2017,"w","schwarz"
82135,"71-80","m",9,"92","Zwergpudel",,,,"K",2003,"m","schwarz"
82147,"61-70","w",2,"23","Jack Russel Terrier",,,,"K",2013,"w","tricolor"
82151,"71-80","w",9,"92","Collie",,,,"I",2010,"w","tricolor"
82167,"71-80","w",9,"92","Pudel",,,,"K",2011,"w","apricot"
82180,"71-80","w",7,"73","Dachshund",,,,"K",2006,"w","rot/braun"
82188,"81-90","w",8,"81","Chihuahua",,,,"K",2011,"w","rot/beige"
82190,"61-70","w",10,"101","Mischling gross",,,,"I",2011,"m","schwarz/weiss"
82190,"61-70","w",10,"101","Mischling klein",,,,"K",2009,"m","beige"
82196,"61-70","w",7,"72","Mischling gross",,,,"I",2015,"m","hellbraun"
82240,"71-80","w",10,"101","Dachshund",,,,"K",2007,"m","saufarben"
82261,"51-60","w",10,"101","Chow Chow",,,,"I",2007,"m","rot"
82262,"81-90","m",10,"101","Deutscher Kleinspitz",,,,"K",2017,"m","weiss/schwarz"
82271,"61-70","w",10,"101","Border Collie",,,,"I",2010,"w","schwarz/weiss"
82275,"51-60","w",7,"73","Appenzeller Sennenhund","Mischling",,,"I",2013,"w","tricolor"
82281,"91-100","w",5,"52","Pudel",,,,"K",2015,"w","harlekin"
82284,"81-90","w",2,"24","Zwergpudel",,,,"K",2004,"m","braun/weiss"
82300,"71-80","w",10,"101","Pekingese",,,,"K",2008,"w","braun/weiss/schwarz"
82300,"71-80","w",10,"101","Pekingese",,,,"K",2012,"w","beige/weiss"
82301,"81-90","m",7,"71","Irish Soft Coated Wheaten Terrier",,,,"I",2012,"m","weizen"
82306,"51-60","m",3,"33","Yorkshire Terrier",,,,"K",2003,"m","blue/steel"
82313,"71-80","w",10,"101","Parson Jack Russell Terrier",,,,"K",2010,"w","tricolor"
82329,"61-70","w",11,"115","Dachshund",,,,"K",2009,"m","braun"
82330,"61-70","m",11,"119","Katalanischer Schäferhund (Gos d'Atura Català)",,,,"I",2010,"w","sable"
82334,"61-70","m",11,"115","Entlebucher Sennenhund",,,,"I",2010,"m","tricolor"
82338,"61-70","w",11,"115","Islandhund",,,,"K",2014,"m","grau/beige"
82341,"81-90","w",11,"115","Yorkshire Terrier",,,,"K",2008,"m","blue/tan"
82360,"51-60","m",11,"115","Pomeranian",,,,"K",2017,"w","creme"
82369,"61-70","m",2,"24","Mischling klein",,,,"K",2004,"w","schwarz/braun"
82370,"41-50","w",2,"21","Border Collie",,"Appenzeller Sennenhund",,"I",2014,"w","schwarz/braun/weiss"
82380,"71-80","w",7,"71","Berner Sennenhund",,,,"I",2015,"m","tricolor"
82387,"61-70","m",11,"115","Havaneser",,,,"K",2009,"m","weiss"
82396,"61-70","m",11,"115","Fila Brasileiro",,,,"I",2018,"m","falb"
82419,"51-60","w",7,"72","Malteser",,"Pudel",,"K",2018,"m","hellbraun"
82419,"51-60","w",7,"72","Cairn Terrier",,,,"K",2006,"w","braun/schwarz"
82427,"51-60","w",8,"83","Labrador Retriever",,"Deutscher Schäferhund",,"I",2019,"m","schwarz"
82435,"81-90","w",7,"73","Jack Russel Terrier",,,,"K",2004,"w","weiss/beige"
82444,"61-70","w",3,"33","Schäfer","Mischling",,,"I",2010,"m","rotbraun/weiss"
82452,"71-80","w",10,"102","Dachshund",,,,"K",2008,"m","braun"
82452,"71-80","w",10,"102","Dachshund",,,,"K",2009,"m","rot"
82452,"71-80","w",10,"102","Dachshund",,,,"K",2009,"w","schwarz/grau"
82452,"71-80","w",10,"102","Dachshund",,,,"K",2010,"w","schwarz/rot"
82452,"71-80","w",10,"102","Dachshund",,,,"K",2005,"w","rot"
82452,"71-80","w",10,"102","Dachshund",,,,"K",2006,"w","schwarz/rot"
82458,"61-70","m",10,"102","Yorkshire Terrier",,,,"K",2013,"w","black/tan"
82468,"71-80","w",1,"14","Mischling gross",,,,"I",2010,"w","schwarz"
82473,"61-70","w",1,"13","Papillon",,,,"K",2010,"w","tricolor"
82473,"61-70","w",1,"13","Papillon",,,,"K",2011,"m","tricolor"
82478,"61-70","m",9,"92","Weisser Schäferhund (Berger Blanc Suisse)",,,,"I",2015,"w","weiss"
82486,"61-70","m",6,"63","Bergamasker",,"Border Collie",,"I",2016,"w","tricolor"
82498,"61-70","w",7,"74","Border Collie",,,,"I",2006,"w","grau/weiss/schwarz"
82506,"51-60","w",4,"44","Pekingese",,,,"K",2015,"m","tricolor"
82506,"51-60","w",4,"44","Havaneser",,,,"K",2008,"w","braun/weiss"
82508,"61-70","w",8,"81","Beagle",,,,"K",2011,"m","tricolor"
82509,"51-60","w",7,"72","Boxer",,"Labrador Retriever",,"I",2012,"m","schwarz/weiss"
82509,"51-60","w",7,"72","Rottweiler",,,,"I",2009,"w","schwarz/braun"
82510,"61-70","w",9,"91","West Highland White Terrier",,,,"K",2009,"m","weiss"
82518,"71-80","m",9,"92","Podenco Canario",,,,"I",2014,"w","beige"
82538,"71-80","w",7,"71","Dachshund",,,,"K",2016,"w","rot/braun"
82543,"81-90","m",9,"92","Beagle","Mischling",,,"K",2010,"w","tricolor"
82545,"71-80","w",7,"71","Zwergschnauzer",,,,"K",2008,"w","schwarz/weiss"
82551,"71-80","w",7,"71","Mischling gross",,,,"I",2010,"w","grau meliert"
82553,"51-60","w",7,"71","Deutscher Schäfer",,,,"I",2017,"m","schwarz/braun"
82558,"51-60","w",7,"71","Labrador Retriever",,,,"I",2012,"m","beige"
82561,"71-80","w",7,"71","Yorkshire Terrier",,,,"K",2009,"w","blue/tan"
82567,"61-70","w",7,"71","Papillon",,,,"K",2004,"m","weiss/braun"
82574,"81-90","w",10,"101","Mischling klein",,,,"K",2007,"w","goldbraun"
82579,"71-80","w",7,"74","Cocker Spaniel",,,,"K",2008,"m","braun/weiss"
82580,"71-80","w",7,"71","Lagotto Romagnolo",,,,"I",2008,"m","beige"
82581,"71-80","w",7,"72","Tibet Terrier",,,,"K",2009,"w","beige/schwarz"
82588,"71-80","w",6,"63","Appenzeller Sennenhund",,,,"I",2009,"w","tricolor"
82590,"71-80","w",7,"74","Mischling gross",,,,"I",2016,"w","schwarz/braun"
82606,"81-90","w",7,"73","Bergamasker",,"Labrador Retriever",,"I",2008,"m","grau/schwarz"
82620,"61-70","w",7,"72","Yorkshire Terrier",,,,"K",2010,"w","schwarz/braun"
82622,"51-60","w",2,"21","Mischling klein",,,,"K",2008,"w","weiss/braun"
82626,"61-70","w",7,"71","Border Terrier",,,,"K",2013,"m","red grizzle"
82631,"51-60","w",9,"92","Jack Russel Terrier","Mischling",,,"K",2008,"m","weiss/schwarz"
82636,"81-90","w",10,"102","Mischling klein",,,,"K",2010,"m","schwarz/weiss"
82640,"71-80","w",9,"92","Dachshund",,,,"K",2010,"m","schwarz"
82643,"61-70","m",3,"33","Chihuahua",,,,"K",2009,"m","weiss"
82646,"61-70","m",11,"115","Toypudel",,,,"K",2005,"w","apricot"
82653,"71-80","m",5,"52","Mischling",,,,,2014,"w","beige/schwarz"
82653,"71-80","m",5,"52","Border Collie",,"Entlebucher",,"I",2016,"m","tricolor"
82655,"61-70","w",7,"74","Malteser","Mischling",,,"K",2010,"w","weiss/grau"
82655,"61-70","w",7,"74","Mischling klein",,,,"K",2007,"w","grau"
82655,"61-70","w",7,"74","Mischling klein",,,,"K",2011,"m","schwarz/braun"
82655,"61-70","w",7,"74","Husky",,"Mischling gross",,"I",2016,"w","grau/weiss"
82661,"81-90","m",7,"74","Labrador Retriever",,,,"I",2016,"w","gelb"
82668,"71-80","w",5,"52","Norwich Terrier",,,,"K",2011,"w","rot"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2015,"w","rot/weiss"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2019,"w","fauve"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2014,"w","rot/weiss"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2012,"w","gestromt"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2019,"w","rot"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2017,"m","rot/weiss"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2016,"w","schwarz/braun"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2016,"w","schwarz/weiss"
82671,"51-60","w",7,"74","Continental Bulldog",,,,"I",2010,"w","schwarz/weiss"
82675,"61-70","w",10,"101","Tibet Terrier",,,,"K",2017,"m","schwarz"
82676,"81-90","w",7,"72","Französische Bulldogge",,,,"K",2013,"w","schwarz/beige"
82688,"61-70","w",8,"82","Deutscher Schäfer",,"Labrador Retriever",,"I",2012,"w","schwarz"
82690,"81-90","m",7,"72","Zwergdackel",,,,"K",2003,"w","braun meliert"
82690,"81-90","m",7,"72","Zwergdackel",,,,"K",2013,"m","beige"
82692,"81-90","w",7,"74","Pudel",,,,"K",2003,"w","schwarz"
82700,"71-80","m",7,"72","Labrador Retriever",,,,"I",2014,"m","schwarz"
82734,"71-80","w",7,"74","Dachshund",,,,"K",2019,"m","schwarz/rot"
82739,"61-70","w",7,"74","Cavalier King Charles Spaniel",,,,"K",2012,"m","black/tan"
82751,"81-90","m",8,"83","Pudel",,,,"K",2009,"w","black/tan"
82772,"61-70","w",9,"91","Border Collie",,,,"I",2010,"m","schwarz/weiss"
82781,"51-60","w",6,"63","Mischling klein",,,,"K",2007,"m","schwarz/braun"
82795,"51-60","w",11,"119","Mischling gross",,,,"I",2016,"w","schwarz/braun"
82795,"51-60","w",11,"119","Deutsche Dogge",,,,"I",2012,"m","gelb"
82809,"51-60","w",11,"111","Mudi","Mischling",,,"I",2016,"m","schwarz/weiss"
82813,"61-70","w",7,"73","Labrador Retriever",,,,"I",2009,"w","blondfarben"
82834,"61-70","w",11,"111","Beagle",,,,"K",2014,"m","tricolor"
82842,"61-70","w",7,"71","Dachshund",,,,"K",2012,"m","braun"
82852,"61-70","w",9,"92","Chihuahua",,,,"K",2014,"w","blue merle/weiss"
82852,"61-70","w",9,"92","Chinese Crested Powderpuff",,,,"K",2009,"m","weiss/schwarz"
82856,"51-60","w",12,"123","Mischling klein",,,,"K",2007,"w","beige/creme"
82868,"61-70","w",2,"21","Mischling klein",,,,"K",2010,"m","schwarz/braun"
82871,"61-70","w",11,"119","Chihuahua",,,,"K",2015,"w","schwarz/weiss"
82878,"61-70","m",7,"71","Zwergschnauzer",,,,"K",2011,"m","weiss"
82897,"61-70","w",4,"44","Collie","Mischling",,,"I",2006,"m","beige/weiss"
82901,"61-70","m",11,"115","Siberian Husky",,,,"I",2019,"w","weiss"
82901,"61-70","m",11,"115","Sibirischer Husky",,,,"I",2015,"m","beige/rot"
82925,"71-80","m",3,"34","Deutscher Schäfer",,,,"I",2011,"w","grau"
82928,"61-70","w",5,"51","Toy Pudel",,,,"K",2019,"m","schwarz"
82934,"61-70","m",2,"23","Samojede",,,,"I",2013,"w","weiss"
82934,"61-70","m",2,"23","Samojede",,,,"I",2019,"w","weiss"
82951,"61-70","w",7,"74","Golden Retriever",,,,"I",2013,"w","golden"
82973,"71-80","w",7,"74","Yorkshire Terrier",,,,"K",2011,"w","grau/braun"
82974,"61-70","w",7,"72","Jack Russel Terrier",,,,"K",2010,"w","tricolor"
82981,"71-80","m",12,"123","Flat Coated Retriever",,,,"I",2018,"w","schwarz"
82988,"51-60","m",11,"119","Siberian Husky",,,,"I",2015,"w","grau/weiss"
82993,"61-70","w",11,"115","Eurasier",,,,"I",2013,"w","rot/grau"
82993,"61-70","w",11,"115","Eurasier",,,,"I",2017,"w","grau"
82993,"61-70","w",11,"115","Eurasier",,,,"I",2017,"m","rot/grau"
83049,"71-80","m",10,"101","Mischling klein",,,,"K",2014,"w","weiss/beige"
83052,"51-60","w",3,"33","Bolonka Zwetna",,,,"K",2016,"w","schwarz"
83065,"51-60","w",11,"115","Mischling gross",,,,"I",2013,"m","schwarz"
83084,"51-60","w",11,"111","Malteser",,,,"K",2014,"m","weiss"
83085,"71-80","m",10,"101","Labrador Retriever",,"Border Collie",,"I",2003,"m","schwarz/weiss"
83090,"71-80","w",3,"31","Australian Shepherd","Mischling",,,"I",2010,"m","braun/grau"
83095,"71-80","w",11,"111","Kooikerhondje",,,,"K",2008,"m","rot/weiss"
83097,"71-80","w",1,"13","Mischling klein",,,,"K",2009,"w","schwarz"
83102,"71-80","w",2,"21","Vizsla",,,,"I",1999,"w","golden"
83108,"61-70","w",10,"101","Mischling gross",,,,"I",2013,"w","rehbraun"
83126,"61-70","w",8,"83","Mischling gross",,,,"I",2013,"m","beige/schwarz"
83128,"51-60","w",2,"21","Dachshund",,,,"K",2018,"m","braun"
83128,"51-60","w",2,"21","Dachshund",,,,"K",2018,"m","blau"
83130,"71-80","w",9,"92","Zwergpudel",,,,"K",2016,"w","black/tan"
83133,"71-80","m",2,"24","Berner Sennenhund",,,,"I",2019,"w","tricolor"
83134,"71-80","w",7,"73","Australian Shepherd",,,,"I",2009,"w","tricolor"
83141,"61-70","w",2,"23","Pekingese",,,,"K",2009,"w","braun/weiss"
83141,"61-70","w",2,"23","Pekingese",,,,"K",2008,"w","braun"
83141,"61-70","w",2,"23","Boxer",,,,"I",2013,"w","gestromt"
83154,"51-60","w",6,"61","Golden Retriever",,,,"I",2014,"w","golden"
83168,"61-70","w",3,"33","Mittelschnauzer",,,,"I",2013,"w","pfeffer/salz"
83171,"61-70","w",7,"73","Chihuahua",,,,"K",2016,"w","beige/braun"
83171,"61-70","w",7,"73","Zwergpinscher",,,,"K",2013,"m","rehbraun"
83171,"61-70","w",7,"73","Airedale Terrier",,,,"I",2006,"m","black/tan"
83171,"61-70","w",7,"73","Chihuahua",,,,"K",2014,"w","schwarz/weiss"
83180,"51-60","w",2,"24","Jack Russel Terrier",,,,"K",2005,"m","weiss/rot"
83182,"51-60","w",2,"21","Zwergspitz",,,,"K",2015,"w","orange"
83187,"61-70","w",9,"91","Schäfer","Mischling",,,"I",2015,"m","tricolor"
83194,"81-90","w",12,"122","Chihuahua",,,,"K",2010,"w","braun/schwarz"
83216,"61-70","w",2,"23","Appenzeller Sennenhund",,"Entlebucher Sennenhund",,"I",2007,"m","tricolor"
83217,"71-80","w",7,"73","Collie",,,,"I",2018,"m","schwarz/weiss"
83226,"71-80","m",10,"102","Beagle","Mischling",,,"K",2011,"w","tricolor"
83230,"81-90","w",9,"92","Cocker Spaniel",,,,"K",2010,"m","rot"
83234,"61-70","w",12,"121","Airedale Terrier",,,,"I",2018,"w","black/tan"
83248,"51-60","w",3,"33","Jack Russel Terrier","Mischling",,,"K",2012,"w","tricolor"
83256,"41-50","w",10,"101","Labrador Retriever",,,,"I",2012,"w","schwarz"
83258,"61-70","w",5,"52","Rauhaar Dackel",,,,"K",2019,"m","schwarz/rot"
83266,"51-60","w",9,"92","Jack Russel Terrier",,,,"K",2010,"m","braun/weiss"
83272,"91-100","w",9,"91","Labrador Retriever",,,,"I",2008,"w","beige"
83278,"61-70","w",9,"92","Dachshund",,,,"K",2010,"w","saufarben"
83305,"61-70","w",9,"92","Beagle","Mischling",,,"K",2018,"w","braun/weiss"
83308,"61-70","w",4,"41","Bearded Collie",,,,"I",2018,"w","schwarz/weiss"
83309,"71-80","m",9,"91","Yorkshire Terrier",,,,"K",2007,"w","blue/tan"
83313,"61-70","w",9,"92","Appenzeller Sennenhund",,"Bergamasker",,"I",2017,"m","grau/braun/schwarz"
83314,"41-50","w",9,"92","Cocker Spaniel",,,,"K",1974,"w","rot"
83322,"61-70","m",4,"44","Chihuahua",,,,"K",2011,"m","schwarz"
83335,"51-60","m",10,"101","English Cocker Spaniel",,,,"K",2017,"m","braun/beige"
83339,"61-70","w",9,"91","Bolonka Zwetna",,"Tibet Terrier",,"K",2011,"w","schwarz"
83345,"61-70","w",3,"34","Tibet Terrier",,"Pudel",,"K",2007,"m","weiss/schwarz"
